paper_id,title,authors,venue,year,pdf_path,topics
2604.14590v1,AgileLog: A Forkable Shared Log for Agents on Data Streams,Shreesha G. Bhat; Tony Hong; Michael Noguera; Ramnatthan Alagappan; Aishwarya Ganesan,arXiv,2026,data/pdfs/2604.14590v1.pdf,cs.AI
2604.14586v1,CPGRec+: A Balance-oriented Framework for Personalized Video Game Recommendations,Xiping Li; Aier Yang; Jianghong Ma; Kangzhe Liu; Shanshan Feng,arXiv,2026,data/pdfs/2604.14586v1.pdf,cs.AI
2604.14585v1,Prompt Optimization Is a Coin Flip: Diagnosing When It Helps in Compound AI Systems,Xing Zhang; Guanghui Wang; Yanwei Cui; Wei Qiu; Ziyuan Li,arXiv,2026,data/pdfs/2604.14585v1.pdf,cs.AI
2604.14576v1,Enhancing Mental Health Counseling Support in Bangladesh using Culturally-Grounded Knowledge,Md Arid Hasan; Azhagu Meena SP; Aditya Khan; Abu Md Akteruzzaman Bhuiyan; Helal Uddin Ahmed,arXiv,2026,data/pdfs/2604.14576v1.pdf,cs.AI
2604.14575v1,Generative Augmented Inference,Cheng Lu; Mengxin Wang; Dennis J. Zhang; Heng Zhang,arXiv,2026,data/pdfs/2604.14575v1.pdf,cs.AI
2604.14572v1,"Don't Retrieve, Navigate: Distilling Enterprise Knowledge into Navigable Agent Skills for QA and RAG",Yiqun Sun; Pengfei Wei; Lawrence B. Hsieh,arXiv,2026,data/pdfs/2604.14572v1.pdf,cs.AI
2604.14564v1,MARS$^2$: Scaling Multi-Agent Tree Search via Reinforcement Learning for Code Generation,Pengfei Li; Shijie Wang; Fangyuan Li; Yikun Fu; Kaifeng Liu,arXiv,2026,data/pdfs/2604.14564v1.pdf,cs.AI
2604.14556v1,Controllable Video Object Insertion via Multiview Priors,Xia Qi; Peishan Cong; Yichen Yao; Ziyi Wang; Yaoqin Ye,arXiv,2026,data/pdfs/2604.14556v1.pdf,cs.AI
2604.14550v1,VeriGraphi: A Multi-Agent Framework of Hierarchical RTL Generation for Large Hardware Designs,Sazzadul Islam; Tasnim Tabassum; Hao Zheng,arXiv,2026,data/pdfs/2604.14550v1.pdf,cs.AI
2604.14532v1,CSRA: Controlled Spectral Residual Augmentation for Robust Sepsis Prediction,Honglin Guo; Rihao Chang; He Jiao; Weizhi Nie; Zhongheng Zhang,arXiv,2026,data/pdfs/2604.14532v1.pdf,cs.AI
2604.14531v1,TRACER: Trace-Based Adaptive Cost-Efficient Routing for LLM Classification,Adam Rida,arXiv,2026,data/pdfs/2604.14531v1.pdf,cs.AI
2604.14528v1,Dissecting Failure Dynamics in Large Language Model Reasoning,Wei Zhu; Jian Zhang; Lixing Yu; Kun Yue; Zhiwen Tang,arXiv,2026,data/pdfs/2604.14528v1.pdf,cs.AI
2604.14525v1,Quantifying Cross-Query Contradictions in Multi-Query LLM Reasoning,Rohit Kumar Salla; Ramya Manasa Amancherla; Manoj Saravanan,arXiv,2026,data/pdfs/2604.14525v1.pdf,cs.AI
2604.14518v1,Mind DeepResearch Technical Report,MindDR Team; Li Auto Inc,arXiv,2026,data/pdfs/2604.14518v1.pdf,cs.AI
2604.14514v1,Perspective on Bias in Biomedical AI: Preventing Downstream Healthcare Disparities,Michal Rosen-Zvi; Yoav Kan-Tor; Michael Danziger; Agata Ferretti; Javier Aula-Blasco,arXiv,2026,data/pdfs/2604.14514v1.pdf,cs.AI
2604.14512v1,CBCL: Safe Self-Extending Agent Communication,Hugo O'Connor,arXiv,2026,data/pdfs/2604.14512v1.pdf,cs.AI
2604.14510v1,NewsTorch: A PyTorch-based Toolkit for Learner-oriented News Recommendation,Rongyao Wang; Veronica Liesaputra; Zhiyi Huang,arXiv,2026,data/pdfs/2604.14510v1.pdf,cs.AI
2604.14501v1,On the Expressive Power and Limitations of Multi-Layer SSMs,Nikola Zubić; Qian Li; Yuyi Wang; Davide Scaramuzza,arXiv,2026,data/pdfs/2604.14501v1.pdf,cs.AI
2604.14500v1,Geometric Metrics for MoE Specialization: From Fisher Information to Early Failure Detection,Dongxin Guo; Jikun Wu; Siu Ming Yiu,arXiv,2026,data/pdfs/2604.14500v1.pdf,cs.AI
2604.14498v1,Improving Machine Learning Performance with Synthetic Augmentation,Mel Sohm; Charles Dezons; Sami Sellami; Oscar Ninou; Axel Pincon,arXiv,2026,data/pdfs/2604.14498v1.pdf,cs.AI
2604.14495v1,Decoupling Identity from Utility: Privacy-by-Design Frameworks for Financial Ecosystems,Ifayoyinsola Ibikunle; Tyler Farnan; Senthil Kumar; Mayana Pereira,arXiv,2026,data/pdfs/2604.14495v1.pdf,cs.AI
2604.14493v1,"Pushing the Limits of On-Device Streaming ASR: A Compact, High-Accuracy English Model for Low-Latency Inference",Nenad Banfic; David Fan; Kunal Vaishnavi; Sam Kemp; Sunghoon Choi,arXiv,2026,data/pdfs/2604.14493v1.pdf,cs.AI
2604.14484v1,A Nonasymptotic Theory of Gain-Dependent Error Dynamics in Behavior Cloning,Junghoon Seo,arXiv,2026,data/pdfs/2604.14484v1.pdf,cs.AI
2604.14477v1,Seeing Through Circuits: Faithful Mechanistic Interpretability for Vision Transformers,Nina Żukowska; Wolfgang Stammer; Bernt Schiele; Jonas Fischer,arXiv,2026,data/pdfs/2604.14477v1.pdf,cs.AI
2604.14475v1,"Evo-MedAgent: Beyond One-Shot Diagnosis with Agents That Remember, Reflect, and Improve",Weixiang Shen; Bailiang Jian; Jun Li; Che Liu; Johannes Moll,arXiv,2026,data/pdfs/2604.14475v1.pdf,cs.AI
2604.14473v1,Response-Aware User Memory Selection for LLM Personalization,Jillian Fisher; Jennifer Neville; Chan Young Park,arXiv,2026,data/pdfs/2604.14473v1.pdf,cs.AI
2604.14472v1,Auxiliary Finite-Difference Residual-Gradient Regularization for PINNs,Stavros Kassinos,arXiv,2026,data/pdfs/2604.14472v1.pdf,cs.AI
2604.14465v1,Improving Human Performance with Value-Aware Interventions: A Case Study in Chess,Saumik Narayanan; Raja Panjwani; Siddhartha Sen; Chien-Ju Ho,arXiv,2026,data/pdfs/2604.14465v1.pdf,cs.AI
2604.14456v1,FocalLens: Visualizing Narratives through Focalization,S M Raihanul Alam; Md Dilshadur Rahman; Md Naimul Hoque,arXiv,2026,data/pdfs/2604.14456v1.pdf,cs.AI
2604.14455v1,AIBuildAI: An AI Agent for Automatically Building AI Models,Ruiyi Zhang; Peijia Qin; Qi Cao; Li Zhang; Pengtao Xie,arXiv,2026,data/pdfs/2604.14455v1.pdf,cs.AI
2604.14451v1,FAIR Universe Weak Lensing ML Uncertainty Challenge: Handling Uncertainties and Distribution Shifts for Precision Cosmology,Biwei Dai; Po-Wen Chang; Wahid Bhimji; Paolo Calafiura; Ragansu Chakkappai,arXiv,2026,data/pdfs/2604.14451v1.pdf,cs.AI
2604.14449v1,Crowdsourcing of Real-world Image Annotation via Visual Properties,Xiaolei Diao; Fausto Giunchiglia,arXiv,2026,data/pdfs/2604.14449v1.pdf,cs.AI
2604.14444v1,Robustness Analysis of Machine Learning Models for IoT Intrusion Detection Under Data Poisoning Attacks,Fortunatus Aabangbio Wulnye; Justice Owusu Agyemang; Kwame Opuni-Boachie Obour Agyekum; Kwame Agyeman-Prempeh Agyekum; Kingsford Sarkodie Obeng Kwakye,arXiv,2026,data/pdfs/2604.14444v1.pdf,cs.AI
2604.14442v1,Hierarchical vs. Flat Iteration in Shared-Weight Transformers,Sang-Il Han,arXiv,2026,data/pdfs/2604.14442v1.pdf,cs.AI
2604.14437v1,LLMs taking shortcuts in test generation: A study with SAP HANA and LevelDB,Vekil Bekmyradov; Noah C. Pütz; Thomas Bartz-Beielstein,arXiv,2026,data/pdfs/2604.14437v1.pdf,cs.AI
2604.14434v1,Geometric Routing Enables Causal Expert Control in Mixture of Experts,Ivan Ternovtsii; Yurii Bilak,arXiv,2026,data/pdfs/2604.14434v1.pdf,cs.AI
2604.14430v1,Three-Phase Transformer,Mohammad R. Abu Ayyash,arXiv,2026,data/pdfs/2604.14430v1.pdf,cs.AI
2604.14422v1,Demonstration of Pneuma-Seeker: Agentic System for Reifying and Fulfilling Information Needs on Tabular Data,Muhammad Imam Luthfi Balaka; Raul Castro Fernandez,arXiv,2026,data/pdfs/2604.14422v1.pdf,cs.AI
2604.14419v1,Equifinality in Mixture of Experts: Routing Topology Does Not Determine Language Modeling Quality,Ivan Ternovtsii; Yurii Bilak,arXiv,2026,data/pdfs/2604.14419v1.pdf,cs.AI
2604.14401v1,Credo: Declarative Control of LLM Pipelines via Beliefs and Policies,Duo Lu; Andrew Crotty; Uğur Çetintemel,arXiv,2026,data/pdfs/2604.14401v1.pdf,cs.AI
2604.14399v1,SpaceMind: A Modular and Self-Evolving Embodied Vision-Language Agent Framework for Autonomous On-orbit Servicing,Aodi Wu; Haodong Han; Xubo Luo; Ruisuo Wang; Shan He,arXiv,2026,data/pdfs/2604.14399v1.pdf,cs.AI
2604.14397v1,Generating Concept Lexicalizations via Dictionary-Based Cross-Lingual Sense Projection,David Basil; Chirooth Girigowda; Bradley Hauer; Sahir Momin; Ning Shi,arXiv,2026,data/pdfs/2604.14397v1.pdf,cs.AI
2604.14389v1,BiCon-Gate: Consistency-Gated De-colloquialisation for Dialogue Fact-Checking,Hyunkyung Park; Arkaitz Zubiaga,arXiv,2026,data/pdfs/2604.14389v1.pdf,cs.AI
2604.14386v1,Coalition Formation in LLM Agent Networks: Stability Analysis and Convergence Guarantees,Dongxin Guo; Jikun Wu; Siu-Ming Yiu,arXiv,2026,data/pdfs/2604.14386v1.pdf,cs.AI
2604.14379v1,Step-level Denoising-time Diffusion Alignment with Multiple Objectives,Qi Zhang; Dawei Wang; Shaofeng Zou,arXiv,2026,data/pdfs/2604.14379v1.pdf,cs.AI
2604.14375v1,Modular Continual Learning via Zero-Leakage Reconstruction Routing and Autonomous Task Discovery,Noureddine Kermiche,arXiv,2026,data/pdfs/2604.14375v1.pdf,cs.AI
2604.14373v1,SatBLIP: Context Understanding and Feature Identification from Satellite Imagery with Vision-Language Learning,Xue Wu; Shengting Cao; Jiaqi Gong,arXiv,2026,data/pdfs/2604.14373v1.pdf,cs.AI
2604.14363v1,The Cost of Language: Centroid Erasure Exposes and Exploits Modal Competition in Multimodal Language Models,Akshay Paruchuri; Ishan Chatterjee; Henry Fuchs; Ehsan Adeli; Piotr Didyk,arXiv,2026,data/pdfs/2604.14363v1.pdf,cs.AI
2604.14362v1,APEX-MEM: Agentic Semi-Structured Memory with Temporal Reasoning for Long-Term Conversational AI,Pratyay Banerjee; Masud Moshtaghi; Shivashankar Subramanian; Amita Misra; Ankit Chadha,arXiv,2026,data/pdfs/2604.14362v1.pdf,cs.AI
2604.14356v1,When PCOS Meets Eating Disorders: An Explainable AI Approach to Detecting the Hidden Triple Burden,Apoorv Prasad; Susan McRoy,arXiv,2026,data/pdfs/2604.14356v1.pdf,cs.AI
2604.14345v1,Tight Sample Complexity Bounds for Best-Arm Identification Under Bounded Systematic Bias,Tianhao Qian,arXiv,2026,data/pdfs/2604.14345v1.pdf,cs.AI
2604.14336v1,Mistake gating leads to energy and memory efficient continual learning,Aaron Pache; Mark CW van Rossum,arXiv,2026,data/pdfs/2604.14336v1.pdf,cs.AI
2604.14334v1,Mamba-SSM with LLM Reasoning for Biomarker Discovery: Causal Feature Refinement via Chain-of-Thought Gene Evaluation,Pushpa Kumar Balan; Aijing Feng,arXiv,2026,data/pdfs/2604.14334v1.pdf,cs.AI
2604.14332v1,Thermodynamic Diffusion Inference with Minimal Digital Conditioning,Aditi De,arXiv,2026,data/pdfs/2604.14332v1.pdf,cs.AI
2604.14325v1,Faithfulness Serum: Mitigating the Faithfulness Gap in Textual Explanations of LLM Decisions via Attribution Guidance,Bar Alon; Itamar Zimerman; Lior Wolf,arXiv,2026,data/pdfs/2604.14325v1.pdf,cs.AI
2604.14317v1,Challenges and Future Directions in Agentic Reverse Engineering Systems,Salem Radey; Jack West; Kassem Fawaz,arXiv,2026,data/pdfs/2604.14317v1.pdf,cs.AI
2604.14316v1,Seeing Through Experts Eyes A Foundational Vision Language Model Trained on Radiologists Gaze and Reasoning,Kinhei Lee; Peiyuan Jing; Zhenxuan Zhang; Yue Yang; Tao Wang,arXiv,2026,data/pdfs/2604.14316v1.pdf,cs.AI
2604.14314v1,DharmaOCR: Specialized Small Language Models for Structured OCR that outperform Open-Source and Commercial Baselines,Gabriel Pimenta de Freitas Cardoso; Caio Lucas da Silva Chacon; Jonas Felipe da Fonseca Oliveira; Paulo Henrique de Medeiros Araujo,arXiv,2026,data/pdfs/2604.14314v1.pdf,cs.AI
2604.14309v1,Aerial Multi-Functional RIS in Fluid Antennas-Aided Full-Duplex Networks: A Self-Optimized Hybrid Deep Reinforcement Learning Approach,Li-Hsiang Shen; Yu-Quan Zheng,arXiv,2026,data/pdfs/2604.14309v1.pdf,cs.AI
2604.14306v1,"EuropeMedQA Study Protocol: A Multilingual, Multimodal Medical Examination Dataset for Language Model Evaluation",Francesco Andrea Causio; Vittorio De Vita; Olivia Riccomi; Michele Ferramola; Federico Felizzi,arXiv,2026,data/pdfs/2604.14306v1.pdf,cs.AI
2604.14287v1,Quantum-inspired tensor networks in machine learning models,Guillermo Valverde; Igor García-Olaizola; Giannicola Scarpa; Alejandro Pozas-Kerstjens,arXiv,2026,data/pdfs/2604.14287v1.pdf,cs.AI
2604.14142v1,From $P(y|x)$ to $P(y)$: Investigating Reinforcement Learning in Pre-train Space,Yuqiao Tan; Minzheng Wang; Bo Liu; Zichen Liu; Tian Liang,arXiv,2026,data/pdfs/2604.14142v1.pdf,cs.AI
2604.14140v1,LongCoT: Benchmarking Long-Horizon Chain-of-Thought Reasoning,Sumeet Ramesh Motwani; Daniel Nichols; Charles London; Peggy Li; Fabio Pizzati,arXiv,2026,data/pdfs/2604.14140v1.pdf,cs.AI
2604.14137v2,From Feelings to Metrics: Understanding and Formalizing How Users Vibe-Test LLMs,Itay Itzhak; Eliya Habba; Gabriel Stanovsky; Yonatan Belinkov,arXiv,2026,data/pdfs/2604.14137v2.pdf,cs.AI
2604.14128v1,Rhetorical Questions in LLM Representations: A Linear Probing Study,Louie Hong Yao; Vishesh Anand; Yuan Zhuang; Tianyu Jiang,arXiv,2026,data/pdfs/2604.14128v1.pdf,cs.AI
2604.14125v1,HiVLA: A Visual-Grounded-Centric Hierarchical Embodied Manipulation System,Tianshuo Yang; Guanyu Chen; Yutian Chen; Zhixuan Liang; Yitian Liu,arXiv,2026,data/pdfs/2604.14125v1.pdf,cs.AI
2604.14116v1,TREX: Automating LLM Fine-tuning via Agent-Driven Tree-based Exploration,Zerun Ma; Guoqiang Wang; Xinchen Xie; Yicheng Chen; He Du,arXiv,2026,data/pdfs/2604.14116v1.pdf,cs.AI
2604.14267v1,Enhancing LLM-based Search Agents via Contribution Weighted Group Relative Policy Optimization,Junzhe Wang; Zhiheng Xi; yajie yang; Hao Luo; Shihan Dou,arXiv,2026,data/pdfs/2604.14267v1.pdf,cs.AI
2604.14113v1,UI-Zoomer: Uncertainty-Driven Adaptive Zoom-In for GUI Grounding,Fei Tang; Bofan Chen; Zhengxi Lu; Tongbo Chen; Songqin Nong,arXiv,2026,data/pdfs/2604.14113v1.pdf,cs.AI
2604.14265v1,Reinforcement Learning via Value Gradient Flow,Haoran Xu; Kaiwen Hu; Somayeh Sojoudi; Amy Zhang,arXiv,2026,data/pdfs/2604.14265v1.pdf,cs.AI
2604.14089v1,UMI-3D: Extending Universal Manipulation Interface from Vision-Limited to 3D Spatial Perception,Ziming Wang,arXiv,2026,data/pdfs/2604.14089v1.pdf,cs.AI
2604.14084v1,TIP: Token Importance in On-Policy Distillation,Yuanda Xu; Hejian Sang; Zhengze Zhou; Ran He; Zhipeng Wang,arXiv,2026,data/pdfs/2604.14084v1.pdf,cs.AI
2604.14262v1,GUI-Perturbed: Domain Randomization Reveals Systematic Brittleness in GUI Grounding Models,Yangyue Wang; Harshvardhan Sikka; Yash Mathur; Tony Zhou; Jinu Nyachhyon,arXiv,2026,data/pdfs/2604.14262v1.pdf,cs.AI
2604.14261v1,"ReviewGrounder: Improving Review Substantiveness with Rubric-Guided, Tool-Integrated Agents",Zhuofeng Li; Yi Lu; Dongfu Jiang; Haoxiang Zhang; Yuyang Bai,arXiv,2026,data/pdfs/2604.14261v1.pdf,cs.AI
2604.14035v1,First-See-Then-Design: A Multi-Stakeholder View for Optimal Performance-Fairness Trade-Offs,Kavya Gupta; Nektarios Kalampalikis; Christoph Heitz; Isabel Valera,arXiv,2026,data/pdfs/2604.14035v1.pdf,cs.AI
2604.14034v1,"Large Language Models to Enhance Business Process Modeling: Past, Present, and Future Trends",João Bettencourt; Sérgio Guerreiro,arXiv,2026,data/pdfs/2604.14034v1.pdf,cs.AI
2604.14032v1,Hierarchical Reinforcement Learning with Runtime Safety Shielding for Power Grid Operation,Gitesh Malik,arXiv,2026,data/pdfs/2604.14032v1.pdf,cs.AI
